Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes,Sentiment,Text
Assistant Manager Service & Operations,Mumbai,,,2 Mar 2018,4.0,5.0,4.0,4.0,4.0,5.0,4.0,promotion criteria is too long as per todays situationthey are still sticking to there two decades earlier processes,best job in company,1,promotion criteria is too long as per todays situationthey are still sticking to there two decades earlier processes best job in company
Agile Program Manager,,,Technology / IT Department,8 Feb 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,excellent organization for employeesall are can active in life because of this organization activitylike lean,no any reason,1,excellent organization for employeesall are can active in life because of this organization activitylike lean no any reason
Business Process Specialist,Chennai,,IT Consulting Department,8 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1, 
Senior Software Engineer,Bangalore,,Software Development Department,7 Mar 2018,5.0,4.0,3.0,4.0,2.0,4.0,3.0,,,1, 
A.m Sales,"Panchkula, Haryana",,Retail & B2C Sales Department,3 Mar 2023,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,1, 
Marketing Executive,,,Enterprise & B2B Sales Department,4 Aug 2019,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,1, 
Instrumentation And Electrical Superviser,Jambusar,,,5 Mar 2018,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,,1, 
,,,,,,5.0,4.0,5.0,4.0,4.0,3.0,,,-1, 
,,,,,,4.0,3.0,4.0,2.0,3.0,5.0,,,-1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
,,,,,,4.0,4.0,4.0,4.0,4.0,,,,-1, 
Software Architect,Bangalore,Full Time,Software Development Department,1 Jun 2018,5.0,5.0,5.0,4.0,4.0,5.0,4.0, all products are exilent,no dislike,1, all products are exilent no dislike
Team Manager   (working remotely),,Full Time,,4 Oct 2022,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,,1, 
Senior Executive,Bangalore,,,4 May 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,hffh,all staff are doing good and consumer review is also very good,1,hffh all staff are doing good and consumer review is also very good
Electronic Technician,Dwarka Sec 7 New Delhi,,Home/personal care products  Department,9 Jun 2019,5.0,5.0,5.0,4.0,5.0,4.0,3.0,tada claim are get very long time and last 2years not increments,good management,1,tada claim are get very long time and last 2years not increments good management
Area Manger,Guwahati,,Enterprise & B2B Sales Department,8 Oct 2017,5.0,5.0,5.0,5.0,3.0,5.0,3.0,poor hikes,happy,1,poor hikes happy
Project Engineer,Bengaluru/Bangalore,,,0 Dec 2022,4.0,5.0,5.0,5.0,5.0,5.0,5.0,nothing,to good for personal as well proffesional development,1,nothing to good for personal as well proffesional development
Area Manager,Bangalore,,Marketing Department,2 Jan 2019,5.0,4.0,5.0,4.0,4.0,4.0,3.0,,nothing,1, nothing
"Sr Executive Production, Manufacturing,Lean,kaizen,5S,TPM, Continuous Imp, Training,PDCA,Why-Why",Vadodara,,"Operations, Maintenance & Support Department",7 Jun 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,everything,only  recognition  for employees,1,everything only  recognition  for employees
Assistant Manager  Clinical Application Specialist DXR  IGT,Gurgaon’s,,,2 Nov 2018,1.0,5.0,5.0,5.0,5.0,5.0,5.0,no growth no carrier,,-1,no growth no carrier 
Senior Sales Executive,Zirakpur,,BD / Pre Sales Department,6 Mar 2020,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1, 
,,,,,,2.0,3.0,1.0,1.0,5.0,1.0,,,-1, 
Head HR- Industrial Business,New Delhi,,,5 Mar 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,very good company to work,nothing,1,very good company to work nothing
Tl,Hyderabad,,,8 Aug 2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,we r working as a team work company probhited traing  customer service lots of opportunity nd job secure,i dont like politics nd narrow minded management,1,we r working as a team work company probhited traing  customer service lots of opportunity nd job secure i dont like politics nd narrow minded management
Sales Executive,"Jayanti Market, Jaipur",,,0 Jun 2018,5.0,4.0,5.0,4.0,4.0,5.0,4.0,over all it was great experience,it was bad environment,1,over all it was great experience it was bad environment
Sales Executive,Noida,,,1 Apr 2018,3.0,1.0,2.0,1.0,1.0,3.0,1.0,iiiiiiiiiiii,aassss,0,iiiiiiiiiiii aassss
Front Office Receptionist,Dubai.,,N.O Department,2 Feb 2018,5.0,4.0,4.0,5.0,4.0,4.0,4.0,career,politics,1,career politics
Sales Manager,Noida,,Marketing Department,5 Sep 2017,3.0,3.0,3.0,3.0,2.0,3.0,3.0,i love the fact that i am working  with philips team ,growth is slow,0,i love the fact that i am working  with philips team  growth is slow
Assistant Manager,Kolkata,,,6 Apr 2018,5.0,4.0,5.0,5.0,4.0,5.0,5.0,i dont like anything about philips  in philips people have harresed me n when i raised the voice then no one has raise the issue ,pathetic place to work in philips specially legal dept,1,i dont like anything about philips  in philips people have harresed me n when i raised the voice then no one has raise the issue  pathetic place to work in philips specially legal dept
Executive Assitant To Vice President Of Legal Dept,Gurgaon,,Legal Department,9 Sep 2017,1.0,4.0,5.0,5.0,4.0,5.0,5.0,it was newly set up company in chennai 2017 nothing extra ordinary to like about philips,you can see only brahmins and north indians works in chennai philips no scope for non brahmins  best to name philips gbs is 100 for brahmins,-1,it was newly set up company in chennai 2017 nothing extra ordinary to like about philips you can see only brahmins and north indians works in chennai philips no scope for non brahmins  best to name philips gbs is 100 for brahmins
Executive Assistant Manager,Chennai,,Administration Department,2 Jan 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,innovative thinking and great work life balancegrowth is a bit concern,dont join as an offroll employee it has implications in career growth and work environment,-1,innovative thinking and great work life balancegrowth is a bit concern dont join as an offroll employee it has implications in career growth and work environment
Sales And Activation Manager,Gurgaon,,,7 Sep 2017,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1, 
,,,,,,3.0,4.0,4.0,3.0,4.0,3.0,,,-1, 
Data Entry Operator,Jamalpur,,SPARE PARTS  Department,8 Mar 2018,5.0,5.0,4.0,5.0,5.0,5.0,5.0,i very liked working at philips,all is good,1,i very liked working at philips all is good
Salea Officer,Hyderabad,,Retail & B2C Sales Department,0 Oct 2018,4.0,2.0,4.0,2.0,3.0,3.0,3.0,good knowledge,career growth,1,good knowledge career growth
Senior Accounting Specialist,Chennai,,Accounting & Taxation Department,9 Apr 2018,2.0,2.0,4.0,2.0,2.0,3.0,1.0,perquisites,work life balance and recognition,-1,perquisites work life balance and recognition
Senior Marketing Manager,Gurgaon,,Marketing Department,7 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,work life balance always on learning,always great place to work,1,work life balance always on learning always great place to work
Production Incharge,Mohali,,,7 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,transparency people engagement program work life balance,nothing to dislike,1,transparency people engagement program work life balance nothing to dislike
Senior Software Engineer Testing,Bangalore,,,8 Oct 2019,5.0,5.0,5.0,5.0,3.0,5.0,5.0,work from home and policies,compensation,1,work from home and policies compensation
Junior Engineer,Pune,,,3 May 2018,4.0,3.0,4.0,4.0,4.0,5.0,4.0,career growth,yas,1,career growth yas
Assistant Manager-sales,Gurgaon,,,9 Mar 2018,4.0,3.0,4.0,4.0,4.0,5.0,4.0,yas,,1,yas 
Philips Lighting,New Delhi,,,4 Feb 2018,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,,1, 
Store Incharge,Mumbai,,,0 Mar 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,2.0,,,-1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,2.0,,,-1, 
Technical Support Engineer,Bangalore,Intern,,8 Aug 2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,good infrastructure and facilities,"no proper facilities for employees in night shift
less resources
work pressure",0,"good infrastructure and facilities no proper facilities for employees in night shift
less resources
work pressure"
Computer Oprator,Sitapur,,Customer support Department,8 Jul 2019,5.0,4.0,5.0,4.0,5.0,4.0,4.0,career growth,salary,1,career growth salary
Service Partner Manager -customer Service,Gurgaon,,Non Voice Department,8 Mar 2019,5.0,4.0,5.0,4.0,5.0,4.0,4.0,new task helps to put forward the idea for patent support experimental study,no involvement in meeting related to projects some information are not discussed where we can contribute,1,new task helps to put forward the idea for patent support experimental study no involvement in meeting related to projects some information are not discussed where we can contribute
Retail Sales Officer,Lucknow,,DSO Department,2 Dec 2017,4.0,5.0,5.0,5.0,5.0,5.0,5.0,we can learn new things,"the pay is the worst
no job security
management is shitty",1,"we can learn new things the pay is the worst
no job security
management is shitty"
Intern,Bangalore,,,8 Aug 2017,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1, 
Senior Accounting Specialist,Chennai,,,5 May 2018,1.0,4.0,4.0,5.0,5.0,5.0,5.0,,,-1, 
DEPUTY MANAGER Supplier Quality Engineering,,,,2 Dec 2018,5.0,4.0,4.0,3.0,2.0,1.0,1.0,,,1, 
Technology Specialist,Bangalore,,Quality Assurance and Testing Department,9 Mar 2018,5.0,1.0,1.0,5.0,5.0,4.0,5.0,,,1, 
Global HR Data Quality Solution Specialist And Reporting Workday,Pune,,HR Operations Department,3 Apr 2018,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,,1, 
Field Service Engineer,,,"Operations, Maintenance & Support Department",9 May 2018,4.0,4.0,4.0,5.0,3.0,4.0,5.0,,,1, 
,,,,,,3.0,4.0,5.0,3.0,4.0,5.0,,,-1, 
,,,,,,3.0,4.0,5.0,4.0,4.0,5.0,,,-1, 
,,,,,,5.0,5.0,5.0,4.0,4.0,5.0,,,-1, 
,,,,,,5.0,5.0,3.0,4.0,4.0,4.0,,,-1, 
,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,,,-1, 
,,,,,,4.0,4.0,,,,,,,-1, 
Retail Store Manager,Bareilly,Full Time,,1 May 2018,5.0,4.0,5.0,5.0,3.0,4.0,5.0,learning opportunities,appraisals not great,1,learning opportunities appraisals not great
Office Clerk,Gurgaon,Full Time,Calrek Department,0 Jan 2018,4.0,4.0,5.0,5.0,3.0,4.0,5.0,perks and benifits are good incentive is great product line is good,extreme politics and non negotiable when it comes to employees situation experience is bad ,1,perks and benifits are good incentive is great product line is good extreme politics and non negotiable when it comes to employees situation experience is bad 
Sales Executive,Chandigarh,,Retail & B2C Sales Department,3 Jan 2018,4.0,5.0,4.0,3.0,4.0,3.0,4.0,i was associated with philips india limited as a consultant in ta team managing end to end recruitments and operations for west region my overall experience with philips is very satisfactory,career growth,1,i was associated with philips india limited as a consultant in ta team managing end to end recruitments and operations for west region my overall experience with philips is very satisfactory career growth
Category Trade And Shopper Marketing,,,,8 May 2018,4.0,5.0,4.0,3.0,4.0,3.0,4.0,politics,career growth,1,politics career growth
Assistant Sales Manager,"Bhubaneswar, Guwahati",,BD / Pre Sales Department,7 Jan 2022,2.0,3.0,4.0,3.0,2.0,5.0,1.0,salary,work satisfaction,-1,salary work satisfaction
Senior Executive - Client Services,Mumbai,,,3 Aug 2018,4.0,3.0,4.0,3.0,2.0,5.0,1.0,nothing perticular,,1,nothing perticular 
Account Assistant,Bahrain,,Accounting & Taxation Department,3 Apr 2019,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,,1, 
Software Engineer Ii,,,Quality Assurance and Testing Department,7 Mar 2018,2.0,2.0,2.0,4.0,2.0,3.0,1.0,,,-1, 
Sap Operator,Lucknow,,,1 Aug 2017,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,,1, 
Scrum Master,Bangalore,,,7 Jan 2020,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,1, 
,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,,,-1, 
,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,,,-1, 
,,,,,,5.0,3.0,5.0,5.0,5.0,3.0,,,-1, 
,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,,,-1, 
Asst. Manager,Cochin,,,1 Apr 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,worklife balance,nithing,1,worklife balance nithing
Engineer,Pune,,Pharmaceutical & Biotechnology Department,0 Sep 2017,2.0,3.0,1.0,4.0,1.0,1.0,2.0,company policies,bureaucracy culture poor learning less job security,-1,company policies bureaucracy culture poor learning less job security
Housekeeping Supervisor,Mohali,,Hr Department,2 Aug 2018,4.0,4.0,4.0,3.0,2.0,4.0,2.0,maximum manpower is on contract bases,nothing,1,maximum manpower is on contract bases nothing
Sales Excutive,Thane,,,8 Aug 2017,5.0,5.0,5.0,5.0,4.0,5.0,5.0,promote to coustomer for our brand,no comments,1,promote to coustomer for our brand no comments
"Senior Consultant, Supply Chain",,,,5 Mar 2018,2.0,3.0,2.0,4.0,3.0,2.0,2.0,the culture and positive of people,job is 100 secured and working culture is also goodbut only join the company on roll  off roll employee have no medical facility and bonus etc,-1,the culture and positive of people job is 100 secured and working culture is also goodbut only join the company on roll  off roll employee have no medical facility and bonus etc
Finance Executive,,,Finance Department,8 Feb 2018,5.0,3.0,2.0,4.0,3.0,2.0,2.0,policies of that time to become off roll to on roll employee of company not possible even after working for 3 to years,job security and empowerment to take decision,1,policies of that time to become off roll to on roll employee of company not possible even after working for 3 to years job security and empowerment to take decision
